id,name,description,category,tier,country,city,address,coordinates_lat,coordinates_lng,food_type,dining_type,seating,parking_available,surroundings,reviews,tags ,image_url,status,created_by,created_at,updated_at,photos,status_tag,slug
d64d1c22-63f6-4a48-82e6-cb355af26767,Mexicka,"A big ambitious Mexican concept in Holešovice built around proper sharing plates, grilled meats, ceviches and a serious mezcal bar. More than burritos and tacos — come here when you want the full loud dinner experience with drinks to match.",Restaurant,Great,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Mexican,Dinner,outdoor,FALSE,,,"[""Mexican""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-mexicka/web-0.webp,published,,2026-04-21 08:13:21.303645+00,2026-04-21 08:13:21.303645+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-mexicka/web-0.webp"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-mexicka/web-1.webp"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-mexicka/web-2.webp""]",verified,p7-mexicka
fd778839-149a-481f-8a64-b1c175bfe08c,Supernova Bakehouse,"Original location of one of Prague’s most hyped modern bakeries doing laminated pastries, savour treats and polished presentation. Off the beaten track, but absolutely worth the detour if you take baked goods seriously.",Bakery,Exceptional,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Pastries,Breakfast,indoor,FALSE,,,"[""Coffee"",""Breakfast"",""Bakery""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-supernova-bakehouse/web-0.png,published,,2026-04-21 08:13:35.047585+00,2026-04-21 08:13:35.047585+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-supernova-bakehouse/web-0.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-supernova-bakehouse/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-supernova-bakehouse/web-2.jpg""]",verified,p7-supernova-bakehouse
0b2c562e-76e0-4efb-ac1b-81e060328b46,The Miners Coffee Komunardů,"Newest arrival from Prague’s now nearly unavoidable Miners specialty coffee chain, taking over what used to be a wine bar. The neighborhood hardly needed another polished coffee shop, but the drinks are good, the younger crowd comes, and it remains an easy modern default.",Coffee Shop,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Coffee,Breakfast,outdoor,FALSE,,,"[""Coffee"",""Breakfast""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-miners-komunardu/web-0.jpg,published,,2026-04-21 08:13:56.628794+00,2026-04-21 08:13:56.628794+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-miners-komunardu/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-miners-komunardu/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-miners-komunardu/web-2.jpg""]",verified,p7-miners-komunardu
c50db01d-a007-425c-bdbc-a560beaa633a,Pekárna Skýva,"Part of the Vnitroblok family, this is one of the friendliest early-morning bakery stops in Holešovice. Expect excellent bread, homemade ice cream and genuinely warm service that makes it an easy local favorite for breakfast or coffee runs.",Bakery,Great,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Pastries,Breakfast,indoor,FALSE,,,"[""Coffee"",""Breakfast"",""Bakery""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-skyva/web-0.jpg,published,,2026-04-21 08:13:22.30836+00,2026-04-21 08:13:22.30836+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-skyva/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-skyva/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-skyva/web-2.jpg""]",verified,p7-skyva
ea70f5a5-37dd-441c-89c4-b892804315df,La Forme Holesovice,"Follow-up to the Prague 6 bakery and spiritual successor to the much-loved Barry Higgel breakfast standard. You still come for one of Prague’s better breakfast setups, quality bread and pastries — just not always the fully stocked pastry paradise you may hope for first thing in the morning.",Coffee Shop,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Pastries,Breakfast,outdoor,FALSE,,,"[""Coffee"",""Breakfast""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-la-forme-holesovice/web-0.jpg,published,,2026-04-21 08:13:23.03733+00,2026-04-21 08:13:23.03733+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-la-forme-holesovice/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-la-forme-holesovice/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-la-forme-holesovice/web-2.jpg""]",verified,p7-la-forme-holesovice
6c496a92-4ecb-4685-89aa-29c0bd4bcf3b,SaSaZu,"One of Prague’s long-standing high-end Asian dining institutions set inside a dramatic industrial hall. Sleek date-night atmosphere, consistently refined food and cocktails, smaller portions and a bill that reminds you this is a full evening out rather than a casual dinner.",Restaurant,Great,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Asian Fusion,Dinner,indoor,FALSE,,,"[""Asian""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-sasazu/web-0.webp,published,,2026-04-21 08:13:39.383266+00,2026-04-21 08:13:39.383266+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-sasazu/web-0.webp"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-sasazu/web-1.webp"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-sasazu/web-2.webp""]",verified,p7-sasazu
00a3818d-5d11-4e91-bf10-ef9c52a4fa08,Kafe na zastávce,"Need an early coffee without making a detour? This tiny tram-stop window does the job exactly as it should. Nothing fancy, just a perfectly solid caffeine rescue right where you need it in the morning.",Espresso Bar,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Coffee,Coffee,indoor,FALSE,,,"[""Coffee""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-kafe-na-zastavce/web-0.jpg,published,,2026-04-21 08:13:57.364836+00,2026-04-21 08:13:57.364836+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-kafe-na-zastavce/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-kafe-na-zastavce/web-1.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-kafe-na-zastavce/web-2.png""]",verified,p7-kafe-na-zastavce
404941df-716e-424e-8d69-bb92ca2f44a6,PRU58,"Upscale Asian fusion from the restaurant group behind Café Buddha and Benjamin, bringing polished business-lunch and date-night dining into Holešovice. The menu is still strong and the setting still sleek, even if some of the early wow-factor has softened over time.",Restaurant,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Asian Fusion,Dinner,outdoor,FALSE,,,"[""Asian""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-pru58/ai-0.png,published,,2026-04-21 08:14:01.472163+00,2026-04-21 08:14:01.472163+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-pru58/ai-0.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-pru58/ai-1.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-pru58/ai-2.png""]",verified,p7-pru58
c281d961-435f-45c6-a91f-d607f3b4418d,EMA espresso bar,"Newest branch of the EMA name that helped build Prague’s third wave coffee culture from the ground up. Expect the same serious coffee, polished pastries, quality bread and cozy modern atmosphere that made the original EMA and Alf & Bet staples for coffee people.",Coffee Shop,Good,Czech Republic,Prague,"Prague 8 - Karlin, Prague",50.097,14.434,Coffee,Breakfast,indoor,FALSE,,,"[""Coffee"",""Bakery""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ema-espresso-bar/web-0.jpg,published,,2026-04-21 08:13:38.181077+00,2026-04-21 08:16:21.901256+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ema-espresso-bar/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ema-espresso-bar/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ema-espresso-bar/web-2.jpg""]",verified,p7-ema-espresso-bar
ad96a2dd-f622-4455-8005-e4969fadecdf,Vnitroblok,"A legendary industrial hangout for Prague’s younger creative crowd mixing café, food, drinks and flexible event space under one roof. Come for a relaxed afternoon or evening and do not be surprised if dancing, workshops or some art gathering is happening around you.",Bistro,Great,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Modern European,Lunch,outdoor,FALSE,,,"[""Coffee"",""Breakfast"",""Beer"",""Lunch"",""Dinner"",""Bar"",""Wine"",""Cocktails""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-vnitroblok/web-0.png,published,,2026-04-21 08:13:27.724953+00,2026-04-21 08:13:27.724953+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-vnitroblok/web-0.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-vnitroblok/web-1.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-vnitroblok/web-2.jpg""]",verified,p7-vnitroblok
0d316fdf-8822-4686-b21a-b9443b7ee54e,Home Kitchen,"Last proper survivor of the once-beloved Home Kitchen group that used to define cozy casual dining in Prague before Covid hit the chain hard. This Holešovice outpost still keeps much of the original warmth, reliable food quality and easy neighborhood charm that made the concept a local favorite.",Bistro,Great,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Modern European,Lunch,outdoor,FALSE,,,"[""Coffee"",""Breakfast"",""Lunch"",""Dinner""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-home-kitchen/web-0.jpg,published,,2026-04-21 08:13:39.801216+00,2026-04-21 08:13:39.801216+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-home-kitchen/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-home-kitchen/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-home-kitchen/web-2.jpg""]",verified,p7-home-kitchen
8f822436-038f-4103-b4b9-dbb0fbb24171,The Winery,"The sommelier from high end cutting edge Czech restaurant the Eatery has set up this wine spot. Excoect excellent wine, top tier sommelier and great meats and cheese to go with. When in season you can also enjoy oysters.",Wine Bar,Exceptional,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Wine,Drinks,indoor,FALSE,,,"[""Wine""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-the-winery/web-0.jpg,published,,2026-04-21 08:13:27.757769+00,2026-04-21 08:13:27.757769+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-the-winery/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-the-winery/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-the-winery/web-2.jpg""]",verified,p7-the-winery
44a89f8c-0b25-406d-972e-cea063980264,Naše Toustárna,"Original Prague sandwich favorite now relocated from its rougher industrial roots into a more polished new building nearby. Some old charm disappeared with the move, but it remains a dependable area stop for very solid sandwiches when the opening hours cooperate.",Bakery,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Bread,Breakfast,indoor,FALSE,,,"[""Coffee"",""Lunch""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-toustarna/web-0.jpg,published,,2026-04-21 08:13:44.959047+00,2026-04-21 08:13:44.959047+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-toustarna/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-toustarna/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-toustarna/web-2.jpg""]",verified,p7-toustarna
6d5456b0-c858-4c6d-8dab-7bc2f0232d02,Čtyřka,Another part of Phil’s local chain. This is a classic Czech pub but you can count on quality of food and drink to go with the local and loud atmosphere. Always good beer in tap and classic Czech meals.,Pub,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Beer,Dinner,indoor,FALSE,,,"[""Beer"",""Czech""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ctyrka/web-0.png,published,,2026-04-21 08:13:27.764407+00,2026-04-21 08:13:27.764407+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ctyrka/web-0.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ctyrka/web-1.png"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-ctyrka/web-2.webp""]",verified,p7-ctyrka
cb1ca44f-545a-4957-adca-8485f730b6e9,Coffee Room - Holešovice,"Newest location of one of Prague’s original specialty coffee pioneers bringing the same trusted coffee quality into Holešovice. A good everyday caffeine stop, though the takeaway-leaning food offer and cleaner modern space make it slightly less charming than older branches.",Coffee Shop,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Coffee,Coffee,indoor,FALSE,,,"[""Coffee""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-coffee-room-holesovice/web-0.jpg,published,,2026-04-21 08:13:45.04999+00,2026-04-21 08:13:45.04999+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-coffee-room-holesovice/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-coffee-room-holesovice/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-coffee-room-holesovice/web-2.jpg""]",verified,p7-coffee-room-holesovice
4decd422-640e-4be3-a69f-cf9b903e4f7e,Phill’s Corner,"Sister concept to the highly regarded Phill’s Twenty7 with a busier all-day neighborhood feel but much of the same trusted food DNA. Come for strong breakfast and lunch plates, quality baked goods and a dependable café-bistro stop that rarely disappoints.",Bistro,Good,Czech Republic,Prague,"Prague 7, Prague",50.097,14.434,Modern European,Lunch,outdoor,FALSE,,,"[""Coffee"",""Breakfast"",""Beer"",""Lunch"",""Dinner"",""Wine""]",https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-phils-corner/web-0.jpg,published,,2026-04-21 08:13:27.968982+00,2026-04-21 08:13:27.968982+00,"[""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-phils-corner/web-0.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-phils-corner/web-1.jpg"",""https://dgncazemkqsfxxmjdrbq.supabase.co/storage/v1/object/public/establishment-photos/seed/p7-phils-corner/web-2.jpg""]",verified,p7-phils-corner
